2450926|45816|952|601|797995|6189|583|601|797995|4703|583|2|106|2|1|1|2|47|3888.31|233.29|4121.60|91.23|1348.90|3577.24|186.64|124.43|1673.42|
2450946|74710|404|601|797995|6189|583|809|665550|991|832|2|17|2|1|1|2|49|2490.18|99.60|2589.78|52.54|1867.39|323.72|931.57|1234.89|2019.53|
2451065|71104|1820|383|3755|2480|652|311|700704|5571|485|2|7|13|1|1|4|12|64.32|4.50|68.82|22.97|78.60|1.28|55.47|7.57|106.07|
2450955|28638|988|801|90299|3797|495|681|1168758|7154|197|1|9|12|1|1|5|20|829.40|49.76|879.16|60.00|308.00|622.05|176.24|31.11|417.76|
2451024|44538|1783|351|528859|5567|122|27|737861|54|647|1|78|12|1|1|6|6|403.08|36.27|439.35|4.58|199.44|354.71|27.57|20.80|240.29|
2450993|10904|374|351|528859|5567|122|8|1289384|1410|436|1|54|7|1|1|6|7|23.17|1.85|25.02|19.85|7.07|6.25|9.64|7.28|28.77|
2451018|60162|1844|674||||994|||335||2||||9|3|413.94|0.00||||318.73|35.22|59.99|185.36|
2450929|30343|721|731|1046123|5715|107|927|865466|4658|697|2|65|14|1|1|11|17|1283.67|51.34|1335.01|71.97|58.31|449.28|183.56|650.83|181.62|
2451061|53881|1094|731|1046123|5715|107|53|1827904|2936|968|2|42|11|1|1|11|9|29.79|1.19|30.98|91.16|59.67|0.00|20.85|8.94|152.02|
2451042|11891|835|748|83584|2773|362|188|1816862|2974|286|1|11|2|1|1|12|61|2119.75|84.79|2204.54|30.32|271.45|1441.43|529.08|149.24|386.56|
2451038|37877|1760|22|1502404|6833|662|294|1764552|4145|491|2|18|3|1|1|13|27|54.81|0.00|54.81|7.04|146.07|12.05|40.19|2.57|153.11|
2450870|64669|370|22|1502404|6833|662|573|1482438|6726|614|2|43|18|1|1|13|18|100.44|5.02|105.46|70.47|196.92|9.03|82.26|9.15|272.41|
2450956|64639|110|957|189998|3839|327|61|1639056|2195|287|2|56|17|1|1|16|40|407.60|32.60|440.20|2.01|296.40|362.76|19.72|25.12|331.01|
2450944|15515|1762|957|189998|3839|327|292|1218513|1645|377|2|75|13|1|1|16|44|2157.76|43.15|2200.91|46.29|1280.84|1834.09|51.78|271.89|1370.28|
2450991|44014|1582|3|599432|3708|937|895|1075366|3615|511|1|9|12|1|1|18|10|339.60|30.56|370.16|25.06|157.70|196.96|45.64|97.00|213.32|
2451002|16008|1045|3|599432|3708|937|809|452924|4311|451|1|33|5|1|1|18|44|2618.44|235.65|2854.09|83.74|5117.64|968.82|65.98|1583.64|5437.03|
2450989|38620|916|389|27132|4828|171|287|326203|512|421|2|100|8|1|1|19|44|6201.80|186.05|6387.85|29.08|1162.48|5891.71|173.65|136.44|1377.61|
2451073|22065|722|751|1766792|2633|674|993|517281|2882|283|2|100|6|1|1|21|50|1654.00|82.70|1736.70|83.07|1034.00|1223.96|391.33|38.71|1199.77|
2450986|71718|1936|242|541252|6015|978|550|640677|6379|728|1|30|14|1|1|22|3|12.87|0.90|13.77|84.18|124.62|0.90|9.45|2.52|209.70|
2451003|73516|1738|242|541252|6015|978|346|125760|4274|988|1|45|3|1|1|22|30|2822.70|28.22|2850.92|25.25|1266.60|1072.62|122.50|1627.58|1320.07|
2450869|71183|1430|242|541252|6015|978|328|1893150|6361|172|1|21|18|1|1|22|2|64.64|5.17|69.81|66.56|77.08|1.93|52.04|10.67|148.81|
2450918|10436|992|703|600082|6661|87|371|178127|666|805|1|73|9|1|1|23|8|85.92|1.71|87.63|0.94|50.00|65.29|13.61|7.02|52.65|
2451063|64648|200|764|1379528|6492|56|473|487719|1868|817|1|61|11|1|1|26|17|1603.95|128.31|1732.26|92.88|1262.08|914.25|517.27|172.43|1483.27|
2450908|35973|1171|42|643025|4008|791|519|445572|6601|383|1|52|3|1|1|28|43|793.35|63.46|856.81|97.48|582.65|476.01|193.57|123.77|743.59|
2451074|54503|1549|262|511666|7070|274|422|1020642|2223|357|2|82|13|1|1|31|28|1098.16|98.83|1196.99|51.07|299.32|680.85|208.65|208.66|449.22|
2450993|7690|343|388|174162|3089|663|393|1678181|4527|73|1|22|5|1|1|32|13|419.25|37.73|456.98|27.33|259.87|234.78|184.47|0.00|324.93|
2450906|74103|805|486|1309701|1516|378|488|1596473|703|286|1|35|9|1|1|33|1|7.80|0.31|8.11|57.79|7.22|3.51|2.35|1.94|65.32|
2450983|83387|832|919|717893|914|888|899|733587|4279|571|2|54|7|1|1|35|32|5100.48|306.02|5406.50|83.98|377.60|5100.48|0.00|0.00|767.60|
2450938|36423|946|988|467550|5112|321|221|1235634|3167|500|2|86|19|1|1|36|2|88.24|0.88|89.12|6.73|33.22|1.76|78.69|7.79|40.83|
2450977|47666|1072|988|467550|5112|321|75|1897118|4028|538|2|52|1|1|1|36|69|1440.72|100.85|1541.57|2.22|0.00|720.36|36.01|684.35|103.07|
2450963|75037|640|817|785079|1788|250|849|3803|6272|388|2|7|9|1|1|37|14|377.58|30.20|407.78|95.44|684.32|332.27|19.93|25.38|809.96|
2450887|20595|560|61|1286495|4976|457|250|349487|5628|816|2|103|13|1|1|38|68|9568.28|669.77|10238.05|71.11|2192.32|2105.02|3433.09|4030.17|2933.20|
2451012|37487|1036|898|1785329|2560|991|876|1456966|2056|99|2|26|15|1|1|39|39|4710.03|0.00|4710.03|53.59|2302.56|3815.12|635.38|259.53|2356.15|
2450965|37170|1522|283|157402|4874|146|523|1865664|3345|426|1|74|9|1|1|40|40|1108.40|55.42|1163.82|77.46|408.80|1030.81|76.03|1.56|541.68|
2450975|65871|1309|159|1915909|7059|962|338|488417|5969|168|2|72|11|1|1|42|10|815.70|65.25|880.95|24.41|674.50|40.78|23.24|751.68|764.16|
2451040|77649|1220|183|1623252|3721|390|385|187670|4723|129|1|58|8|1|1|44|16|405.60|16.22|421.82|22.13|89.44|324.48|55.16|25.96|127.79|
2450946|31349|1612|183|1623252|3721|390|971|1481620|29|38|1|108|11|1|1|44|20|1854.60|37.09|1891.69|51.41|927.20|1075.66|646.52|132.42|1015.70|
2451061|54565|1400|305|527683|6708|486|217|252890|3009|728|2|98|18|1|1|45|1|9.89|0.09|9.98|5.19|16.60|5.43|2.14|2.32|21.88|
2450858|74844|361|305|527683|6708|486|422|1717248|6779|510|2|27|10|1|1|45|38|1472.50|103.07|1575.57|84.52|17.10|265.05|386.38|821.07|204.69|
2450949|54638|1717|871|830328|6585|842|7|853051|4346|994|2|78|12|1|1|46|50|1329.50|79.77|1409.27|30.45|52.00|1076.89|166.72|85.89|162.22|
2450967|36814|1820|871|830328|6585|842|246|1490672|3850|581|2|36|8|1|1|46|70|6902.00|207.06|7109.06|42.78|1401.40|5107.48|1740.68|53.84|1651.24|
2451006|18610|1837|722|553976|3877|331|648|1555212|401|143|2|74|10|1|1|47|49|3888.64|0.00|3888.64|43.74|3295.74|2605.38|667.29|615.97|3339.48|
2450968|52092|166|375|1166269|3010|504|422|1491876|7131|339|1|43|10|1|1|48|10|892.10|26.76|918.86|75.24|1040.80|811.81|72.26|8.03|1142.80|
2450993|56863|1405|786|196899|2059|219|658|678147|7063|932|1|53|13|1|1|52|14|288.82|5.77|294.59|84.41|151.76|66.42|204.60|17.80|241.94|
2451038|23109|829|786|196899|2059|219|627|1013398|1201|404|1|84|7|1|1|52|33|292.05|5.84|297.89|69.38|15.18|122.66|64.36|105.03|90.40|
2450927|46513|1322|643|1592501|4159|664|188|1308684|1449|567|2|11|2|1|1|55|1|21.25|0.85|22.10|94.74|2.39|17.21|0.20|3.84|97.98|
2450983|71731|1214|127|1346606|6038|270|897|1493518|3358|445|2|92|12|1|1|56|4|6.04|0.06|6.10|23.32|260.68|2.53|0.42|3.09|284.06|
2450944|44105|410|732|677128|5571|567|757|1779943|862|28|1|34|5|1|1|57|34|3039.60|60.79|3100.39|61.21|719.78|1215.84|291.80|1531.96|841.78|
2450943|15203|818|732|677128|5571|567|948|89333|5045|957|1|85|6|1|1|57|21|82.95|4.14|87.09|57.08|62.16|47.28|15.33|20.34|123.38|
2451039|45152|1687|940|1030863|6139|62|177|42517|4863|762|1|92|20|1|1|58|37|509.86|0.00|509.86|78.85|963.11|163.15|41.60|305.11|1041.96|
2450909|69632|1342|363|683276|4942|55|719|1594118|4137|203|1|30|20|1|1|62|14|346.64|10.39|357.03|95.78|186.20|336.24|6.13|4.27|292.37|
2451044|37030|520|363|683276|4942|55|393|1322943|2774|452|1|47|19|1|1|62|11|126.94|0.00|126.94|71.55|112.75|49.50|56.53|20.91|184.30|
2450919|69296|631|363|683276|4942|55|799|1828157|6005|453|1|44|3|1|1|62|33|218.79|17.50|236.29|23.13|464.64|94.07|115.98|8.74|505.27|
2450863|46270|1735|758|1148029|2853|124|919|1126300|3007|314|1|5|2|1|1|63|54|2701.08|162.06|2863.14|3.08|2132.46|594.23|1896.16|210.69|2297.60|
2450986|37706|1928|758|1148029|2853|124|122|1718117|3509|748|1|105|5|1|1|63|8|171.20|6.84|178.04|83.12|29.52|20.54|58.75|91.91|119.48|
2450987|42160|680|621|1225267|960|53|750|1014769|971|373|2|93|19|1|1|64|11|434.17|26.05|460.22|55.21|248.05|347.33|86.84|0.00|329.31|
2450925|54924|1316|336|785982|3228|874|856|1134477|4252|980|2|78|18|1|1|66|3|181.65|9.08|190.73|98.27|0.00|56.31|82.72|42.62|107.35|
2450936|19990|1736|336|785982|3228|874|131|1110002|2615|75|2|64|8|1|1|66|23|458.85|36.70|495.55|35.46|305.90|293.66|165.19|0.00|378.06|
2450920|68157|727|214|1227752|1090|181|436|1862046|4849|205|2|102|13|1|1|67|42|7.14|0.57|7.71|30.38|3.78|2.07|1.41|3.66|34.73|
2450949|17521|596|214|1227752|1090|181|304|1378959|4311|910|2|63|13|1|1|67|39|721.11|64.89|786.00|45.74|484.38|7.21|35.69|678.21|595.01|
2451014|60949|1262|214|1227752|1090|181|612|1195468|3695|522|2|17|10|1|1|67|28|182.00|12.74|194.74|11.87|49.28|127.40|3.27|51.33|73.89|
2450909|27281|394|907|163011|3515|819|807|15782|1929|629|1|79|3|1|1|68|14|732.90|0.00|732.90|24.07|586.32|622.96|107.74|2.20|610.39|
2451035|72342|1262|376|1694169|6315|708|985|398527|5033|92|2|42|10|1|1|71|18|547.02|38.29|585.31|58.57|40.14|54.70|443.08|49.24|137.00|
2450991|20519|1159|24|589162|653|144|744|1117994|786|531|1|1|13|1|1|73|64|2634.24|210.73|2844.97|91.85|1114.24|2370.81|134.34|129.09|1416.82|
2450942|86370|1520|448|1738817|4139|661|880|698232|4263|494|1|48|14|1|1|74|5|125.20|10.01|135.21|23.50|262.90|1.25|97.92|26.03|296.41|
2450940|4395|1016|543|1096330|7070|457|572|900814|578|542|1|76|7|1|1|75|3|101.04|4.04|105.08|46.13|74.91|83.86|6.35|10.83|125.08|
2450987|60432|1813|543|1096330|7070|457|637|1169478|2888|651|1|48|14|1|1|75|2|117.34|9.38|126.72|89.84|50.88|28.16|8.91|80.27|150.10|
2450915|43293|274|674|1087861|448|635|74|1540251|1673|448|2|80|20|1|1|77|3|20.61|0.82|21.43|44.76|18.42|18.34|1.43|0.84|64.00|
2450970|82263|1345|674|||635|||6513||2|89|||1|77|10|839.90|50.39|||425.70|||196.55||
2450926|62016|187|674|1087861|448|635|247|1603603|380|757|2|39|15|1|1|77|36|197.28|9.86|207.14|39.53|146.52|71.02|47.97|78.29|195.91|
2450958|34973|278|641|1516877|960|596|8|1059029|5992|108|1|44|3|1|1|80|40|3567.60|0.00|3567.60|96.68|2583.60|3103.81|398.85|64.94|2680.28|
2450899|73899|1528|641|1516877|960|596|63|1206262|2807|752|1|63|7|1|1|80|52|2883.40|0.00|2883.40|55.61|1086.80|634.34|787.17|1461.89|1142.41|
2450957|54159|218|942|1441792|4242|139|208|109514|3643|619|1|32|13|1|1|83|2|129.04|5.16|134.20|98.47|52.36|43.87|44.28|40.89|155.99|
2451018|34791|1402|942|1441792|4242|139|137|1385649|6797|192|1|97|3|1|1|83|12|406.92|28.48|435.40|81.31|197.64|236.01|111.09|59.82|307.43|
2451002|51666|1346|224|47350|5629|508|515|274687|2921|755|1|55|4|1|1|86|17|1077.29|43.09|1120.38|11.03|1179.97|441.68|603.82|31.79|1234.09|
2450889|82535|1094|224|47350|5629|508|133|1494396|7123|403|1|25|17|1|1|86|70|5176.50|207.06|5383.56|45.50|1293.60|5072.97|92.14|11.39|1546.16|
2451005|76680|862|224|47350|5629|508|617|398869|6573|277|1|16|2|1|1|86|4|623.60|24.94|648.54|12.61|95.24|56.12|380.21|187.27|132.79|
2451050|73402|871|977|1492959|5894|829|464|1002026|1035|997|2|67|17|1|1|89|15|763.80|0.00|763.80|4.63|361.80|114.57|253.19|396.04|366.43|
2450979|48909|181|24|552511|1551|838|912|1698770|416|462|2|84|7|1|1|92|72|5989.68|539.07|6528.75|69.34|5682.24|1497.42|4402.41|89.85|6290.65|
2450851|76961|1850|24|552511|1551|838|397|1886218|6642|219|2|81|17|1|1|92|3|159.63|7.98|167.61|75.26|32.46|0.00|1.59|158.04|115.70|
2451054|38828|128|204|1098811|5665|872|204|1098811|1191|872|1|77|10|1|1|93|11|648.56|38.91|687.47|70.54|108.02|142.68|318.70|187.18|217.47|
2451058|40911|494|93|1871653|1166|126|834|469308|147|633|1|13|11|1|1|95|54|3159.00|31.59|3190.59|1.50|519.48|1200.42|1468.93|489.65|552.57|
2451007|31416|220|951|1504890|3382|721|951|1504890|429|721|1|107|11|1|1|97|33|0.00|0.00|0.00|83.44|2611.62|0.00|0.00|0.00|2695.06|
2451026|61592|806|659|400535|811|887|768|714707|1762|417|2|197|15|1|1|99|15|91.65|2.74|94.39|68.20|40.80|52.24|24.82|14.59|111.74|
2450909|69684|1448|659|400535|811|887|553|1079964|6880|596|2|91|4|1|1|99|26|48.10|1.44|49.54|6.32|214.24|23.56|1.47|23.07|222.00|
2451012|48520|559|651|896753|655|357|147|609116|985|701|1|10|15|1|1|100|13|352.69|14.10|366.79|52.43|4.29|193.97|80.94|77.78|70.82|
2450963|36885|1784|623|351944|218|139|172|1026902|1465|75|2|36|11|1|1|101|21|119.49|0.00|119.49|72.97|2033.01|46.60|69.24|3.65|2105.98|
2451018|3015|476|623|351944|218|139|469|1395145|4004|216|2|162|12|1|1|101|10|290.10|17.40|307.50|90.31|77.30|168.25|52.39|69.46|185.01|
2450973|66374|820|410|698752|4094|836|924|615789|900|164|1|33|10|1|1|102|33|1898.82|151.90|2050.72|94.21|976.47|1253.22|464.83|180.77|1222.58|
2450923|4412|440|410|698752|4094|836|410|698752|881|836|1|26|14|1|1|102|1|10.39|0.41|10.80|49.12|14.84|10.39|0.00|0.00|64.37|
2450868|29430|1369|111|1835190|5916|195|957|1480884|1910|936|1|214|14|1|1|103|9|61.11|3.66|64.77|74.43|48.87|8.55|33.63|18.93|126.96|
2450921|62646|316|648|421422|6643|217|102|175256|5750|44|1|84|6|1|1|104|26|70.46|4.22|74.68|4.70|264.94|56.36|2.96|11.14|273.86|
2450908|36699|502|648|421422|6643|217|261|1383491|1012|133|1|20|9|1|1|104|5|5.30|0.05|5.35|39.83|39.80|4.45|0.84|0.01|79.68|
2450930|23430|1810|7|621140|4826|959|210|248712|4060|808|2|24|12|1|1|105|12|1153.32|92.26|1245.58|89.75|29.52|542.06|48.90|562.36|211.53|
2450886|77970|1258|481|663720|3159|551|438|519045|5508|171|2|21|20|1|1|107|21|1340.22|26.80|1367.02|64.34|1235.01|1018.56|192.99|128.67|1326.15|
2450979|59967|766|770|285795|5220|645|902|92062|5189|916|2|18|17|1|1|108|42|776.16|69.85|846.01|58.69|161.70|69.85|289.58|416.73|290.24|
2450989|73597|1160|615|947475|288|148|782|17546|4351|709|2|111|10|1|1|109|35|6849.15|273.96|7123.11|21.77|3311.70|4040.99|673.95|2134.21|3607.43|
2450922|72030|802|450|1173022|2394|366|518|458253|950|847|2|51|18|1|1|110|50|403.00|32.24|435.24|81.15|76.00|120.90|104.37|177.73|189.39|
2450979|71329|289|450|1173022|2394|366|518|1494517|158|199|2|166|2|1|1|110|11|840.40|58.82|899.22|69.08|336.16|344.56|476.00|19.84|464.06|
2451028|27412|1718|121|1030555|7142|376|121|1030555|4570|376|1|121|16|1|1|111|30|539.10|37.73|576.83|98.54|183.00|285.72|15.20|238.18|319.27|
2450986|30227|460|439|1182114|2636|511|439|1182114|6027|511|2|3|19|1|1|112|3|74.28|2.22|76.50|60.26|53.28|33.42|9.39|31.47|115.76|
2450993|57471|686|288|1495357|3426|942|885|1340537|2164|591|2|21|5|1|1|113|14|322.84|3.22|326.06|80.22|52.92|25.82|38.61|258.41|136.36|
2451026|16966|1442|964|1699458|1599|293|738|861001|3466|931|1|155|19|1|1|114|17|396.78|23.80|420.58|6.18|44.03|111.09|28.56|257.13|74.01|
2450923|24260|1975|964|1699458|1599|293|788|1171364|2815|666|1|110|19|1|1|114|11|797.61|23.92|821.53|3.78|167.42|374.87|257.87|164.87|195.12|
2450991|53747|1471|771|1405329|2687|292|126|680999|1221|90|1|192|3|1|1|116|22|2207.70|0.00|2207.70|55.09|1590.82|1346.69|206.64|654.37|1645.91|
2450933|38527|1015|116|829297|5878|859|65|63942|3359|823|1|16|8|1|1|118|16|38.24|1.14|39.38|21.50|79.68|30.97|4.87|2.40|102.32|
2450970|58120|307|116|829297|5878|859|876|765345|3294|643|1|62|10|1|1|118|11|1182.06|47.28|1229.34|47.46|160.05|780.15|269.27|132.64|254.79|
2450967|61667|610|418|1185578|4338|98|439|508528|3664|953|2|77|20|1|1|119|30|660.60|0.00|660.60|14.90|124.50|6.60|340.08|313.92|139.40|
2450962|34737|1820|418|1185578|4338|98|385|1264795|509|823|2|38|5|1|1|119|7|78.33|3.91|82.24|34.18|104.44|17.23|4.27|56.83|142.53|
2450996|24968|454|925|1164796|5067|938|685|704329|213|744|2|189|3|1|1|120|10|356.10|10.68|366.78|1.81|366.60|39.17|301.08|15.85|379.09|
2450939|84800|730|640|760948|6056|364|486|579178|4690|402|2|25|18|1|1|121|1|85.66|1.71|87.37|30.15|35.69|45.39|18.12|22.15|67.55|
2450948|66979|602|640|760948|6056|364|640|760948|6947|364|2|172|1|1|1|121|13|331.76|19.90|351.66|98.51|117.00|155.92|26.37|149.47|235.41|
2451049|44715|422|876|1264678|5880|882|67|1311165|2364|963|1|30|14|1|1|123|36|167.04|15.03|182.07|86.77|34.20|98.55|19.17|49.32|136.00|
2451030|28648|1240|876|1264678|5880|882|190|1495722|5328|534|1|51|12|1|1|123|37|7.77|0.23|8.00|7.10|51.06|0.54|3.75|3.48|58.39|
2451050|48386|217|744|1377262|2780|498|219|1645979|1982|338|1|16|6|1|1|124|49|2446.57|24.46|2471.03|9.50|176.40|2348.70|34.25|63.62|210.36|
2450951|64496|1609|744|1377262|2780|498|744|1377262|246|498|1|3|14|1|1|124|1|1.69|0.00|1.69|89.97|5.09|0.62|0.42|0.65|95.06|
2451029|62613|1936|170|1197355|5293|831|170|1197355|3127|831|2|163|3|1|1|125|8|992.56|89.33|1081.89|11.20|620.32|754.34|161.98|76.24|720.85|
2450929|18755|1616|231|1339159|6887|415|319|976527|758|436|1|94|16|1|1|126|53|6723.58|403.41|7126.99|46.01|4745.62|5177.15|1500.03|46.40|5195.04|
2450992|60580|304|231|1339159|6887|415|582|535862|502|695|1|86|8|1|1|126|29|5047.45|100.94|5148.39|91.85|1381.27|3684.63|1076.62|286.20|1574.06|
2451087|75092|1102|231|1339159|6887|415|234|1603543|4520|144|1|2|15|1|1|126|7|56.70|3.40|60.10|22.48|83.51|3.96|35.33|17.41|109.39|
2451065|35663|565|38|992741|4597|853|674|1439824|2017|810|1|162|15|1|1|128|15|1978.20|158.25|2136.45|88.88|694.95|118.69|595.04|1264.47|942.08|
2450904|59498|1792|38|992741|4597|853|519|569236|599|362|1|114|18|1|1|128|72|0.00|0.00|0.00|86.15|4844.16|0.00|0.00|0.00|4930.31|
